sample_number,ID,sample_ID_simplified,sample_ID_extended,class
Sample_0047,18NS017,Necktie River,Necktie River,Natural stand
Sample_0059,18NS018,Necktie River,Necktie River,Natural stand
Sample_0071,18NS019,Necktie River,Necktie River,Natural stand
Sample_0083,18NS020,Necktie River,Necktie River,Natural stand
Sample_0003,18NS021,Necktie River,Necktie River,Natural stand
Sample_0014,18NS022,Necktie River,Necktie River,Natural stand
Sample_0025,18NS023,Necktie River,Necktie River,Natural stand
Sample_0036,18NS024,Necktie River,Necktie River,Natural stand
Sample_0048,18NS025,Necktie River,Necktie River,Natural stand
Sample_0060,18NS026,Necktie River,Necktie River,Natural stand
Sample_0072,18NS027,Necktie River,Necktie River,Natural stand
Sample_0084,18NS028,Necktie River,Necktie River,Natural stand
Sample_0004,18NS029,Necktie River,Necktie River,Natural stand
Sample_0015,18NS030,Necktie River,Necktie River,Natural stand
Sample_0026,18NS031,Necktie River,Necktie River,Natural stand
Sample_0037,18NS032,Necktie River,Necktie River,Natural stand
Sample_0049,18NS033,Necktie River,Necktie River,Natural stand
Sample_0061,18NS034,Necktie River,Necktie River,Natural stand
Sample_0073,18NS035,Necktie River,Necktie River,Natural stand
Sample_0085,18NS036,Necktie River,Necktie River,Natural stand
Sample_0005,18NS037,Necktie River,Necktie River,Natural stand
Sample_0016,18NS038,Necktie River,Necktie River,Natural stand
Sample_0027,18NS039,Necktie River,Necktie River,Natural stand
Sample_0038,18NS040,Necktie River,Necktie River,Natural stand
Sample_0050,18NS041,Necktie River,Necktie River,Natural stand
Sample_0062,18NS042,Necktie River,Necktie River,Natural stand
Sample_0074,18NS043,Necktie River,Necktie River,Natural stand
Sample_0086,18NS044,Necktie River,Necktie River,Natural stand
Sample_0006,18NS045,Necktie River,Necktie River,Natural stand
Sample_0017,18NS046,Necktie River,Necktie River,Natural stand
Sample_0028,18NS047,Necktie River,Necktie River,Natural stand
Sample_0039,18NS048,Necktie River,Necktie River,Natural stand
Sample_0051,18NS049,Necktie River,Necktie River,Natural stand
Sample_0063,18NS050,Necktie River,Necktie River,Natural stand
Sample_1052,NecktieLake,Necktie River,Necktie River,Natural stand
Sample_0625,18NS501,Ottertail River,Ottertail River,Natural stand
Sample_0637,18NS502,Ottertail River,Ottertail River,Natural stand
Sample_0557,18NS503,Ottertail River,Ottertail River,Natural stand
Sample_0568,18NS504,Ottertail River,Ottertail River,Natural stand
Sample_0579,18NS505,Ottertail River,Ottertail River,Natural stand
Sample_0590,18NS506,Ottertail River,Ottertail River,Natural stand
Sample_0602,18NS507,Ottertail River,Ottertail River,Natural stand
Sample_0614,18NS508,Ottertail River,Ottertail River,Natural stand
Sample_0626,18NS509,Ottertail River,Ottertail River,Natural stand
Sample_0638,18NS510,Ottertail River,Ottertail River,Natural stand
Sample_0558,18NS511,Ottertail River,Ottertail River,Natural stand
Sample_0569,18NS512,Ottertail River,Ottertail River,Natural stand
Sample_0580,18NS513,Ottertail River,Ottertail River,Natural stand
Sample_0591,18NS514,Ottertail River,Ottertail River,Natural stand
Sample_0603,18NS515,Ottertail River,Ottertail River,Natural stand
Sample_0615,18NS516,Ottertail River,Ottertail River,Natural stand
Sample_0627,18NS517,Ottertail River,Ottertail River,Natural stand
Sample_0639,18NS518,Ottertail River,Ottertail River,Natural stand
Sample_0559,18NS519,Ottertail River,Ottertail River,Natural stand
Sample_0570,18NS520,Ottertail River,Ottertail River,Natural stand
Sample_0581,18NS521,Ottertail River,Ottertail River,Natural stand
Sample_0592,18NS522,Ottertail River,Ottertail River,Natural stand
Sample_0604,18NS523,Ottertail River,Ottertail River,Natural stand
Sample_0616,18NS524,Ottertail River,Ottertail River,Natural stand
Sample_0628,18NS525,Ottertail River,Ottertail River,Natural stand
Sample_0640,18NS526,Ottertail River,Ottertail River,Natural stand
Sample_0560,18NS527,Ottertail River,Ottertail River,Natural stand
Sample_0571,18NS528,Ottertail River,Ottertail River,Natural stand
Sample_0582,18NS529,Ottertail River,Ottertail River,Natural stand
Sample_0593,18NS530,Ottertail River,Ottertail River,Natural stand
Sample_0605,18NS531,Ottertail River,Ottertail River,Natural stand
Sample_0617,18NS532,Ottertail River,Ottertail River,Natural stand
Sample_0629,18NS533,Ottertail River,Ottertail River,Natural stand
Sample_0641,18NS534,Ottertail River,Ottertail River,Natural stand
Sample_0561,18NS535,Ottertail River,Ottertail River,Natural stand
Sample_0572,18NS536,Ottertail River,Ottertail River,Natural stand
Sample_0583,18NS537,Ottertail River,Ottertail River,Natural stand
Sample_0594,18NS538,Ottertail River,Ottertail River,Natural stand
Sample_0606,18NS539,Ottertail River,Ottertail River,Natural stand
Sample_0618,18NS540,Ottertail River,Ottertail River,Natural stand
Sample_0630,18NS541,Ottertail River,Ottertail River,Natural stand
Sample_0642,18NS542,Ottertail River,Ottertail River,Natural stand
Sample_0643,18NS543,Ottertail River,Ottertail River,Natural stand
Sample_0655,18NS544,Ottertail River,Ottertail River,Natural stand
Sample_0667,18NS545,Ottertail River,Ottertail River,Natural stand
Sample_0679,18NS546,Ottertail River,Ottertail River,Natural stand
Sample_0691,18NS547,Ottertail River,Ottertail River,Natural stand
Sample_0702,18NS548,Ottertail River,Ottertail River,Natural stand
Sample_0713,18NS549,Ottertail River,Ottertail River,Natural stand
Sample_0724,18NS550,Ottertail River,Ottertail River,Natural stand
Sample_0860,18BL285,Itasca-C20,Itasca-C20,Breeding line
Sample_0868,18BL286,Itasca-C20,Itasca-C20,Breeding line
Sample_0876,18BL287,Itasca-C20,Itasca-C20,Breeding line
Sample_0887,18BL288,Itasca-C20,Itasca-C20,Breeding line
Sample_0820,18BL289,Itasca-C20,Itasca-C20,Breeding line
Sample_0832,18BL290,Itasca-C20,Itasca-C20,Breeding line
Sample_0842,18BL291,Itasca-C20,Itasca-C20,Breeding line
Sample_0852,18BL292,Itasca-C20,Itasca-C20,Breeding line
Sample_0861,18BL293,Itasca-C20,Itasca-C20,Breeding line
Sample_0869,18BL294,Itasca-C20,Itasca-C20,Breeding line
Sample_0877,18BL295,Itasca-C20,Itasca-C20,Breeding line
Sample_0644,18NS551,Phantom Lake,Phantom Lake,Natural stand
Sample_0656,18NS552,Phantom Lake,Phantom Lake,Natural stand
Sample_0668,18NS553,Phantom Lake,Phantom Lake,Natural stand
Sample_0680,18NS554,Phantom Lake,Phantom Lake,Natural stand
Sample_0692,18NS555,Phantom Lake,Phantom Lake,Natural stand
Sample_0703,18NS556,Phantom Lake,Phantom Lake,Natural stand
Sample_0714,18NS557,Phantom Lake,Phantom Lake,Natural stand
Sample_0725,18NS558,Phantom Lake,Phantom Lake,Natural stand
Sample_0645,18NS559,Phantom Lake,Phantom Lake,Natural stand
Sample_0657,18NS560,Phantom Lake,Phantom Lake,Natural stand
Sample_0669,18NS561,Phantom Lake,Phantom Lake,Natural stand
Sample_0681,18NS562,Phantom Lake,PhantomLake,Natural stand
Sample_0693,18NS563,Phantom Lake,PhantomLake,Natural stand
Sample_0704,18NS564,Phantom Lake,PhantomLake,Natural stand
Sample_0715,18NS565,Phantom Lake,PhantomLake,Natural stand
Sample_0726,18NS566,Phantom Lake,PhantomLake,Natural stand
Sample_0646,18NS567,Phantom Lake,PhantomLake,Natural stand
Sample_0658,18NS568,Phantom Lake,PhantomLake,Natural stand
Sample_0670,18NS569,Phantom Lake,PhantomLake,Natural stand
Sample_0682,18NS570,Phantom Lake,PhantomLake,Natural stand
Sample_0231,18NS201,Plantagenet,Plantagenet,Natural stand
Sample_0243,18NS202,Plantagenet,Plantagenet,Natural stand
Sample_0255,18NS203,Plantagenet,Plantagenet,Natural stand
Sample_0267,18NS204,Plantagenet,Plantagenet,Natural stand
Sample_0187,18NS205,Plantagenet,Plantagenet,Natural stand
Sample_0198,18NS206,Plantagenet,Plantagenet,Natural stand
Sample_0209,18NS207,Plantagenet,Plantagenet,Natural stand
Sample_0220,18NS208,Plantagenet,Plantagenet,Natural stand
Sample_0232,18NS209,Plantagenet,Plantagenet,Natural stand
Sample_0244,18NS210,Plantagenet,Plantagenet,Natural stand
Sample_0256,18NS211,Plantagenet,Plantagenet,Natural stand
Sample_0268,18NS212,Plantagenet,Plantagenet,Natural stand
Sample_0188,18NS213,Plantagenet,Plantagenet,Natural stand
Sample_0199,18NS214,Plantagenet,Plantagenet,Natural stand
Sample_0210,18NS215,Plantagenet,Plantagenet,Natural stand
Sample_0221,18NS216,Plantagenet,Plantagenet,Natural stand
Sample_0233,18NS217,Plantagenet,Plantagenet,Natural stand
Sample_0245,18NS218,Plantagenet,Plantagenet,Natural stand
Sample_0257,18NS219,Plantagenet,Plantagenet,Natural stand
Sample_0269,18NS220,Plantagenet,Plantagenet,Natural stand
Sample_0189,18NS221,Plantagenet,Plantagenet,Natural stand
Sample_0200,18NS222,Plantagenet,Plantagenet,Natural stand
Sample_0211,18NS223,Plantagenet,Plantagenet,Natural stand
Sample_0222,18NS224,Plantagenet,Plantagenet,Natural stand
Sample_0234,18NS225,Plantagenet,Plantagenet,Natural stand
Sample_0246,18NS226,Plantagenet,Plantagenet,Natural stand
Sample_0258,18NS227,Plantagenet,Plantagenet,Natural stand
Sample_0270,18NS228,Plantagenet,Plantagenet,Natural stand
Sample_0190,18NS229,Plantagenet,Plantagenet,Natural stand
Sample_0201,18NS230,Plantagenet,Plantagenet,Natural stand
Sample_0212,18NS231,Plantagenet,Plantagenet,Natural stand
Sample_0223,18NS232,Plantagenet,Plantagenet,Natural stand
Sample_0235,18NS233,Plantagenet,Plantagenet,Natural stand
Sample_0247,18NS234,Plantagenet,Plantagenet,Natural stand
Sample_0259,18NS235,Plantagenet,Plantagenet,Natural stand
Sample_0271,18NS236,Plantagenet,Plantagenet,Natural stand
Sample_0191,18NS237,Plantagenet,Plantagenet,Natural stand
Sample_0202,18NS238,Plantagenet,Plantagenet,Natural stand
Sample_0213,18NS239,Plantagenet,Plantagenet,Natural stand
Sample_0224,18NS240,Plantagenet,Plantagenet,Natural stand
Sample_0236,18NS241,Plantagenet,Plantagenet,Natural stand
Sample_0248,18NS242,Plantagenet,Plantagenet,Natural stand
Sample_0260,18NS243,Plantagenet,Plantagenet,Natural stand
Sample_0272,18NS244,Plantagenet,Plantagenet,Natural stand
Sample_0192,18NS245,Plantagenet,Plantagenet,Natural stand
Sample_0203,18NS246,Plantagenet,Plantagenet,Natural stand
Sample_0214,18NS247,Plantagenet,Plantagenet,Natural stand
Sample_0225,18NS248,Plantagenet,Plantagenet,Natural stand
Sample_0237,18NS249,Plantagenet,Plantagenet,Natural stand
Sample_0249,18NS250,Plantagenet,Plantagenet,Natural stand
Sample_0700,18BL389,PLaR-C20,PLaR-C20,Breeding line
Sample_0711,18BL390,PLaR-C20,PLaR-C20,Breeding line
Sample_0722,18BL391,PLaR-C20,PLaR-C20,Breeding line
Sample_0733,18BL392,PLaR-C20,PLaR-C20,Breeding line
Sample_0762,18BL213,PM3/3*PBM-C3,PM3/3*PBM-C3,Breeding line
Sample_0770,18BL214,PM3/3*PBM-C3,PM3/3*PBM-C3,Breeding line
Sample_0834,18BL306,PM3/3*PBM-C3,PM3/3*PBM-C3,Breeding line
Sample_0844,18BL307,PM3/3*PBM-C3,PM3/3*PBM-C3,Breeding line
Sample_0854,18BL308,PM3/3*PBM-C3,PM3/3*PBM-C3,Breeding line
Sample_0862,18BL309,PM3/3*PBM-C3,PM3/3*PBM-C3,Breeding line
Sample_0793,18BL232,PM3/7*K2EF,PM3/7*K2EF,Breeding line
Sample_0892,18BL328,PM3/7*K2EF,PM3/7*K2EF,Breeding line
Sample_0825,18BL329,PM3/7*K2EF,PM3/7*K2EF,Breeding line
Sample_0742,18BL219,PM3E,PM3E-C24,Breeding line
Sample_0753,18BL220,PM3E,PM3E-C24,Breeding line
Sample_0763,18BL221,PM3E,PM3E-C24,Breeding line
Sample_0771,18BL222,PM3E,PM3E-C24,Breeding line
Sample_0782,18BL223,PM3E,PM3E-C24,Breeding line
Sample_0792,18BL224,PM3E,PM3E-C24,Breeding line
Sample_0802,18BL225,PM3E,PM3E-C24,Breeding line
Sample_0811,18BL226,PM3E,PM3E-C24,Breeding line
Sample_0835,18BL314,PM3E,PM3E-C24,Breeding line
Sample_0845,18BL315,PM3E,PM3E-C24,Breeding line
Sample_0855,18BL316,PM3E,PM3E-C24,Breeding line
Sample_0863,18BL317,PM3E,PM3E-C24,Breeding line
Sample_0871,18BL318,PM3E,PM3E-C24,Breeding line
Sample_0880,18BL319,PM3E,PM3E-C24,Breeding line
Sample_0891,18BL320,PM3E,PM3E-C24,Breeding line
Sample_0824,18BL321,PM3E,PM3E-C24,Breeding line
Sample_0836,18BL322,PM3E,PM3E-C24,Breeding line
Sample_1053,PM3E,PM3E,PM3E,Breeding line
Sample_0417,18NS401,Shell Lake,Shell Lake,Natural stand
Sample_0429,18NS402,Shell Lake,Shell Lake,Natural stand
Sample_0441,18NS403,Shell Lake,Shell Lake,Natural stand
Sample_0453,18NS404,Shell Lake,Shell Lake,Natural stand
Sample_0373,18NS405,Shell Lake,Shell Lake,Natural stand
Sample_0384,18NS406,Shell Lake,Shell Lake,Natural stand
Sample_0395,18NS407,Shell Lake,Shell Lake,Natural stand
Sample_0406,18NS408,Shell Lake,Shell Lake,Natural stand
Sample_0418,18NS409,Shell Lake,Shell Lake,Natural stand
Sample_0430,18NS410,Shell Lake,Shell Lake,Natural stand
Sample_0442,18NS411,Shell Lake,Shell Lake,Natural stand
Sample_0454,18NS412,Shell Lake,Shell Lake,Natural stand
Sample_0374,18NS413,Shell Lake,Shell Lake,Natural stand
Sample_0385,18NS414,Shell Lake,Shell Lake,Natural stand
Sample_0396,18NS415,Shell Lake,Shell Lake,Natural stand
Sample_0407,18NS416,Shell Lake,Shell Lake,Natural stand
Sample_0419,18NS417,Shell Lake,Shell Lake,Natural stand
Sample_0431,18NS418,Shell Lake,Shell Lake,Natural stand
Sample_0443,18NS419,Shell Lake,Shell Lake,Natural stand
Sample_0455,18NS420,Shell Lake,Shell Lake,Natural stand
Sample_0375,18NS421,Shell Lake,Shell Lake,Natural stand
Sample_0386,18NS422,Shell Lake,Shell Lake,Natural stand
Sample_0397,18NS423,Shell Lake,Shell Lake,Natural stand
Sample_0408,18NS424,Shell Lake,Shell Lake,Natural stand
Sample_0420,18NS425,Shell Lake,Shell Lake,Natural stand
Sample_0432,18NS426,Shell Lake,Shell Lake,Natural stand
Sample_0444,18NS427,Shell Lake,Shell Lake,Natural stand
Sample_0456,18NS428,Shell Lake,Shell Lake,Natural stand
Sample_0376,18NS429,Shell Lake,Shell Lake,Natural stand
Sample_0387,18NS430,Shell Lake,Shell Lake,Natural stand
Sample_0398,18NS431,Shell Lake,Shell Lake,Natural stand
Sample_0409,18NS432,Shell Lake,Shell Lake,Natural stand
Sample_0421,18NS433,Shell Lake,Shell Lake,Natural stand
Sample_0433,18NS434,Shell Lake,Shell Lake,Natural stand
Sample_0445,18NS435,Shell Lake,Shell Lake,Natural stand
Sample_0457,18NS436,Shell Lake,Shell Lake,Natural stand
Sample_0377,18NS437,Shell Lake,Shell Lake,Natural stand
Sample_0388,18NS438,Shell Lake,Shell Lake,Natural stand
Sample_0399,18NS439,Shell Lake,Shell Lake,Natural stand
Sample_0410,18NS440,Shell Lake,Shell Lake,Natural stand
Sample_0422,18NS441,Shell Lake,Shell Lake,Natural stand
Sample_0434,18NS442,Shell Lake,Shell Lake,Natural stand
Sample_0446,18NS443,Shell Lake,Shell Lake,Natural stand
Sample_0458,18NS444,Shell Lake,Shell Lake,Natural stand
Sample_0378,18NS445,Shell Lake,Shell Lake,Natural stand
Sample_0389,18NS446,Shell Lake,Shell Lake,Natural stand
Sample_0400,18NS447,Shell Lake,Shell Lake,Natural stand
Sample_0411,18NS448,Shell Lake,Shell Lake,Natural stand
Sample_0423,18NS449,Shell Lake,Shell Lake,Natural stand
Sample_0435,18NS450,Shell Lake,Shell Lake,Natural stand
Sample_0513,18NS651,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0524,18NS652,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0535,18NS653,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0545,18NS654,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0467,18NS655,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0479,18NS656,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0491,18NS657,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0503,18NS658,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0514,18NS659,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0525,18NS660,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0536,18NS661,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0546,18NS662,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0468,18NS663,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0480,18NS664,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0492,18NS665,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0504,18NS666,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0515,18NS667,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0526,18NS668,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0537,18NS669,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0547,18NS670,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0469,18NS671,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0481,18NS672,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0493,18NS673,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0505,18NS674,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0516,18NS675,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0527,18NS676,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0538,18NS677,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0548,18NS678,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0470,18NS679,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0482,18NS680,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0494,18NS681,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0506,18NS682,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0517,18NS683,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0528,18NS684,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0539,18NS685,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0549,18NS686,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0471,18NS687,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0483,18NS688,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0495,18NS689,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0507,18NS690,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0518,18NS691,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0529,18NS692,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0540,18NS693,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0550,18NS694,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0472,18NS695,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0484,18NS696,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0496,18NS697,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0508,18NS698,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0519,18NS699,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0530,18NS700,Shell Lake Old,ShellLakeOld,Natural stand
Sample_0837,18BL330,unknown,unknown,Breeding line
Sample_0141,18NS101,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0152,18NS102,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0163,18NS103,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0174,18NS104,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0095,18NS105,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0107,18NS106,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0119,18NS107,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0131,18NS108,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0142,18NS109,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0153,18NS110,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0164,18NS111,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0175,18NS112,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0096,18NS113,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0108,18NS114,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0120,18NS115,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0132,18NS116,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0143,18NS117,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0154,18NS118,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0165,18NS119,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0176,18NS120,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0097,18NS121,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0109,18NS122,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0121,18NS123,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0133,18NS124,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0144,18NS125,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0155,18NS126,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0166,18NS127,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0177,18NS128,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0098,18NS129,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0110,18NS130,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0122,18NS131,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0134,18NS132,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0145,18NS133,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0156,18NS134,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0167,18NS135,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0178,18NS136,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0099,18NS137,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0111,18NS138,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0123,18NS139,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0135,18NS140,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0146,18NS141,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0157,18NS142,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0168,18NS143,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0179,18NS144,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0100,18NS145,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0112,18NS146,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0124,18NS147,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0136,18NS148,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0147,18NS149,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0158,18NS150,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_1054,UpperRiceLake,Upper Rice Lake,Upper Rice Lake,Natural stand
Sample_0803,18BL233,VE/2*14WS/*4K2EF,VE/2*14WS/*4K2EF,Breeding line
Sample_0847,18BL331,VE/2*14WS/*4K2EF,VE/2*14WS/*4K2EF,Breeding line
Sample_0653,18BL385,VN/3*K2EF,VN/3*K2EF,Breeding line
Sample_0665,18BL386,VN/3*K2EF,VN/3*K2EF,Breeding line
Sample_0677,18BL387,VN/3*K2EF,VN/3*K2EF,Breeding line
Sample_0689,18BL388,VN/3*K2EF,VN/3*K2EF,Breeding line
